dteday,holiday,workingday,weathersit,temp,casual,registered,cnt,temp_celsius,temp_cluster
2012-01-31,0,1,1,0.39,324,4185,4509,15.99,Medium
2012-02-01,0,1,1,0.469167,304,4275,4579,19.235847,Medium
2012-02-02,0,1,2,0.399167,190,3571,3761,16.365847,Medium
2012-02-03,0,1,1,0.313333,310,3841,4151,12.846652999999998,Low
2012-02-04,0,0,2,0.264167,384,2448,2832,10.830846999999999,Low
2012-02-05,0,0,2,0.265833,318,2629,2947,10.899153,Low
2012-02-06,0,1,1,0.282609,206,3578,3784,11.586969,Low
2012-02-07,0,1,1,0.354167,199,4176,4375,14.520847,Low
2012-02-08,0,1,2,0.256667,109,2693,2802,10.523347,Low
2012-02-09,0,1,1,0.265,163,3667,3830,10.865,Low
2012-02-10,0,1,2,0.280833,227,3604,3831,11.514153,Low
2012-02-11,0,0,3,0.224167,192,1977,2169,9.190847,Low
2012-02-12,0,0,1,0.1275,73,1456,1529,5.2275,Low
2012-02-13,0,1,1,0.2225,94,3328,3422,9.1225,Low
2012-02-14,0,1,2,0.319167,135,3787,3922,13.085847,Low
2012-02-15,0,1,1,0.348333,141,4028,4169,14.281653,Low
2012-02-16,0,1,2,0.316667,74,2931,3005,12.983346999999998,Low
2012-02-17,0,1,1,0.343333,349,3805,4154,14.076653,Low
2012-02-18,0,0,1,0.346667,1435,2883,4318,14.213347,Low
2012-02-19,0,0,2,0.28,618,2071,2689,11.48,Low
2012-02-20,1,0,1,0.28,502,2627,3129,11.48,Low
2012-02-21,0,1,1,0.287826,163,3614,3777,11.800866000000001,Low
2012-02-22,0,1,1,0.395833,394,4379,4773,16.229153,Medium
2012-02-23,0,1,1,0.454167,516,4546,5062,18.620846999999998,Medium
2012-02-24,0,1,2,0.4075,246,3241,3487,16.7075,Medium
2012-02-25,0,0,1,0.290833,317,2415,2732,11.924153,Low
2012-02-26,0,0,1,0.279167,515,2874,3389,11.445847,Low
2012-02-27,0,1,1,0.366667,253,4069,4322,15.033347000000001,Medium
2012-02-28,0,1,1,0.359167,229,4134,4363,14.725847,Low
2012-02-29,0,1,2,0.344348,65,1769,1834,14.118267999999999,Low
2012-03-01,0,1,1,0.485833,325,4665,4990,19.919153,Medium
2012-03-02,0,1,2,0.353333,246,2948,3194,14.486653,Low
2012-03-03,0,0,2,0.414167,956,3110,4066,16.980847,Medium
2012-03-04,0,0,1,0.325833,710,2713,3423,13.359153,Low
2012-03-05,0,1,1,0.243333,203,3130,3333,9.976652999999999,Low
2012-03-06,0,1,1,0.258333,221,3735,3956,10.591652999999999,Low
2012-03-07,0,1,1,0.404167,432,4484,4916,16.570847,Medium
2012-03-08,0,1,1,0.5275,486,4896,5382,21.627499999999998,Medium
2012-03-09,0,1,2,0.410833,447,4122,4569,16.844153,Medium
2012-03-10,0,0,1,0.2875,968,3150,4118,11.7875,Low
2012-03-11,0,0,1,0.361739,1658,3253,4911,14.831299,Low
2012-03-12,0,1,1,0.466667,838,4460,5298,19.133347,Medium
2012-03-13,0,1,1,0.565,762,5085,5847,23.165,Medium
2012-03-14,0,1,1,0.5725,997,5315,6312,23.4725,Medium
2012-03-15,0,1,1,0.5575,1005,5187,6192,22.857499999999998,Medium
2012-03-16,0,1,2,0.435833,548,3830,4378,17.869153,Medium
2012-03-17,0,0,2,0.514167,3155,4681,7836,21.080847000000002,Medium
2012-03-18,0,0,2,0.4725,2207,3685,5892,19.3725,Medium
2012-03-19,0,1,1,0.545,982,5171,6153,22.345000000000002,Medium
2012-03-20,0,1,1,0.560833,1051,5042,6093,22.994153,Medium
2012-03-21,0,1,2,0.531667,1122,5108,6230,21.798347,Medium
2012-03-22,0,1,1,0.554167,1334,5537,6871,22.720847,Medium
2012-03-23,0,1,2,0.601667,2469,5893,8362,24.668346999999997,Medium
2012-03-24,0,0,2,0.5025,1033,2339,3372,20.6025,Medium
2012-03-25,0,0,2,0.4375,1532,3464,4996,17.9375,Medium
2012-03-26,0,1,1,0.445833,795,4763,5558,18.279153,Medium
2012-03-27,0,1,1,0.323333,531,4571,5102,13.256653,Low
2012-03-28,0,1,1,0.484167,674,5024,5698,19.850847,Medium
2012-03-29,0,1,1,0.494167,834,5299,6133,20.260847000000002,Medium
2012-03-30,0,1,2,0.37,796,4663,5459,15.17,Medium
2012-03-31,0,0,2,0.424167,2301,3934,6235,17.390847,Medium
2012-04-01,0,0,2,0.425833,2347,3694,6041,17.459153,Medium
2012-04-02,0,1,1,0.433913,1208,4728,5936,17.790433,Medium
2012-04-03,0,1,1,0.466667,1348,5424,6772,19.133347,Medium
2012-04-04,0,1,1,0.541667,1058,5378,6436,22.208347,Medium
2012-04-05,0,1,1,0.435,1192,5265,6457,17.835,Medium
2012-04-06,0,1,1,0.403333,1807,4653,6460,16.536653,Medium
2012-04-07,0,0,1,0.4375,3252,3605,6857,17.9375,Medium
2012-04-08,0,0,1,0.5,2230,2939,5169,20.5,Medium
2012-04-09,0,1,1,0.489167,905,4680,5585,20.055847,Medium
2012-04-10,0,1,1,0.446667,819,5099,5918,18.313347,Medium
2012-04-11,0,1,1,0.348696,482,4380,4862,14.296536,Low
2012-04-12,0,1,1,0.3975,663,4746,5409,16.2975,Medium
2012-04-13,0,1,1,0.4425,1252,5146,6398,18.142500000000002,Medium
2012-04-14,0,0,1,0.495,2795,4665,7460,20.294999999999998,Medium
2012-04-15,0,0,1,0.606667,2846,4286,7132,24.873347,Medium
2012-04-16,1,0,1,0.664167,1198,5172,6370,27.230846999999997,Medium
2012-04-17,0,1,1,0.608333,989,5702,6691,24.941653000000002,Medium
2012-04-18,0,1,2,0.463333,347,4020,4367,18.996653,Medium
2012-04-19,0,1,1,0.498333,846,5719,6565,20.431653,Medium
2012-04-20,0,1,1,0.526667,1340,5950,7290,21.593347,Medium
2012-04-21,0,0,1,0.57,2541,4083,6624,23.369999999999997,Medium
2012-04-22,0,0,3,0.396667,120,907,1027,16.263347,Medium
2012-04-23,0,1,2,0.321667,195,3019,3214,13.188346999999998,Low
2012-04-24,0,1,1,0.413333,518,5115,5633,16.946653,Medium
2012-04-25,0,1,1,0.476667,655,5541,6196,19.543347,Medium
2012-04-26,0,1,2,0.498333,475,4551,5026,20.431653,Medium
2012-04-27,0,1,1,0.4575,1014,5219,6233,18.7575,Medium
2012-04-28,0,0,2,0.376667,1120,3100,4220,15.443347,Medium
2012-04-29,0,0,1,0.458333,2229,4075,6304,18.791653,Medium
2012-04-30,0,1,2,0.464167,665,4907,5572,19.030847,Medium
2012-05-01,0,1,2,0.613333,653,5087,5740,25.146653,Medium
2012-05-02,0,1,1,0.564167,667,5502,6169,23.130847,Medium
2012-05-03,0,1,2,0.56,764,5657,6421,22.96,Medium
2012-05-04,0,1,1,0.6275,1069,5227,6296,25.7275,Medium
2012-05-05,0,0,2,0.621667,2496,4387,6883,25.488346999999997,Medium
2012-05-06,0,0,2,0.5625,2135,4224,6359,23.0625,Medium
2012-05-07,0,1,2,0.5375,1008,5265,6273,22.037499999999998,Medium
2012-05-08,0,1,2,0.581667,738,4990,5728,23.848347,Medium
2012-05-09,0,1,2,0.575,620,4097,4717,23.575,Medium
2012-05-10,0,1,1,0.505833,1026,5546,6572,20.739152999999998,Medium
2012-05-11,0,1,1,0.533333,1319,5711,7030,21.866653,Medium
2012-05-12,0,0,1,0.564167,2622,4807,7429,23.130847,Medium
2012-05-13,0,0,1,0.6125,2172,3946,6118,25.1125,Medium
2012-05-14,0,1,2,0.573333,342,2501,2843,23.506653,Medium
2012-05-15,0,1,2,0.611667,625,4490,5115,25.078346999999997,Medium
2012-05-16,0,1,1,0.636667,991,6433,7424,26.103347,Medium
2012-05-17,0,1,1,0.593333,1242,6142,7384,24.326653,Medium
2012-05-18,0,1,1,0.564167,1521,6118,7639,23.130847,Medium
2012-05-19,0,0,1,0.6,3410,4884,8294,24.599999999999998,Medium
2012-05-20,0,0,1,0.620833,2704,4425,7129,25.454152999999998,Medium
2012-05-21,0,1,2,0.598333,630,3729,4359,24.531653,Medium
2012-05-22,0,1,2,0.615,819,5254,6073,25.215,Medium
2012-05-23,0,1,2,0.621667,766,4494,5260,25.488346999999997,Medium
2012-05-24,0,1,1,0.655,1059,5711,6770,26.855,Medium
2012-05-25,0,1,1,0.68,1417,5317,6734,27.880000000000003,Medium
2012-05-26,0,0,1,0.6925,2855,3681,6536,28.392500000000002,Medium
2012-05-27,0,0,1,0.69,3283,3308,6591,28.29,Medium
2012-05-28,1,0,1,0.7125,2557,3486,6043,29.212500000000002,Medium
2012-05-29,0,1,1,0.7225,880,4863,5743,29.622500000000002,Medium
2012-05-30,0,1,2,0.656667,745,6110,6855,26.923347,Medium
2012-05-31,0,1,1,0.68,1100,6238,7338,27.880000000000003,Medium
2012-06-01,0,1,2,0.654167,533,3594,4127,26.820847,Medium
2012-06-02,0,0,1,0.583333,2795,5325,8120,23.916653,Medium
2012-06-03,0,0,1,0.6025,2494,5147,7641,24.7025,Medium
2012-06-04,0,1,1,0.5975,1071,5927,6998,24.497500000000002,Medium
2012-06-05,0,1,2,0.540833,968,6033,7001,22.174153,Medium
2012-06-06,0,1,1,0.554167,1027,6028,7055,22.720847,Medium
2012-06-07,0,1,1,0.6025,1038,6456,7494,24.7025,Medium
2012-06-08,0,1,1,0.649167,1488,6248,7736,26.615847000000002,Medium
2012-06-09,0,0,1,0.710833,2708,4790,7498,29.144153000000003,Medium
2012-06-10,0,0,1,0.726667,2224,4374,6598,29.793346999999997,Medium
2012-06-11,0,1,2,0.720833,1017,5647,6664,29.554153,Medium
2012-06-12,0,1,2,0.653333,477,4495,4972,26.786653,Medium
2012-06-13,0,1,1,0.655833,1173,6248,7421,26.889153,Medium
2012-06-14,0,1,1,0.648333,1180,6183,7363,26.581653000000003,Medium
2012-06-15,0,1,1,0.639167,1563,6102,7665,26.205847000000002,Medium
2012-06-16,0,0,1,0.631667,2963,4739,7702,25.898346999999998,Medium
2012-06-17,0,0,1,0.5925,2634,4344,6978,24.2925,Medium
2012-06-18,0,1,2,0.568333,653,4446,5099,23.301652999999998,Medium
2012-06-19,0,1,1,0.688333,968,5857,6825,28.221653,Medium
2012-06-20,0,1,1,0.7825,872,5339,6211,32.082499999999996,High
2012-06-21,0,1,1,0.805833,778,5127,5905,33.039153,High
2012-06-22,0,1,1,0.7775,964,4859,5823,31.877499999999998,High
2012-06-23,0,0,1,0.731667,2657,4801,7458,29.998347,Medium
2012-06-24,0,0,1,0.743333,2551,4340,6891,30.476653000000002,High
2012-06-25,0,1,1,0.715833,1139,5640,6779,29.349153,Medium
2012-06-26,0,1,1,0.630833,1077,6365,7442,25.864152999999998,Medium
2012-06-27,0,1,1,0.6975,1077,6258,7335,28.5975,Medium
2012-06-28,0,1,1,0.749167,921,5958,6879,30.715847,High
2012-06-29,0,1,1,0.834167,829,4634,5463,34.200847,High
2012-06-30,0,0,1,0.765,1455,4232,5687,31.365000000000002,High
2012-07-01,0,0,1,0.815833,1421,4110,5531,33.449153,High
2012-07-02,0,1,1,0.781667,904,5323,6227,32.048347,High
2012-07-03,0,1,1,0.780833,1052,5608,6660,32.014153,High
2012-07-04,1,0,1,0.789167,2562,4841,7403,32.355847,High
2012-07-05,0,1,1,0.8275,1405,4836,6241,33.9275,High
2012-07-06,0,1,1,0.828333,1366,4841,6207,33.961653,High
2012-07-07,0,0,1,0.861667,1448,3392,4840,35.328347,High
2012-07-08,0,0,1,0.8225,1203,3469,4672,33.722500000000004,High
2012-07-09,0,1,2,0.710833,998,5571,6569,29.144153000000003,Medium
2012-07-10,0,1,2,0.720833,954,5336,6290,29.554153,Medium
2012-07-11,0,1,1,0.716667,975,6289,7264,29.383347,Medium
2012-07-12,0,1,1,0.715833,1032,6414,7446,29.349153,Medium
2012-07-13,0,1,2,0.731667,1511,5988,7499,29.998347,Medium
2012-07-14,0,0,2,0.703333,2355,4614,6969,28.836653,Medium
2012-07-15,0,0,1,0.745833,1920,4111,6031,30.579152999999998,High
2012-07-16,0,1,1,0.763333,1088,5742,6830,31.296653000000003,High
2012-07-17,0,1,1,0.818333,921,5865,6786,33.551653,High
2012-07-18,0,1,1,0.793333,799,4914,5713,32.526652999999996,High
2012-07-19,0,1,1,0.77,888,5703,6591,31.57,High
2012-07-20,0,1,2,0.665833,747,5123,5870,27.299153,Medium
2012-07-21,0,0,3,0.595833,1264,3195,4459,24.429153,Medium
2012-07-22,0,0,2,0.6675,2544,4866,7410,27.3675,Medium
2012-07-23,0,1,1,0.741667,1135,5831,6966,30.408347,High
2012-07-24,0,1,1,0.750833,1140,6452,7592,30.784153,High
2012-07-25,0,1,1,0.724167,1383,6790,8173,29.690847,Medium
2012-07-26,0,1,1,0.776667,1036,5825,6861,31.843347,High
2012-07-27,0,1,1,0.781667,1259,5645,6904,32.048347,High
2012-07-28,0,0,1,0.755833,2234,4451,6685,30.989152999999998,High
2012-07-29,0,0,1,0.721667,2153,4444,6597,29.588347,Medium
2012-07-30,0,1,1,0.730833,1040,6065,7105,29.964153,Medium
2012-07-31,0,1,1,0.713333,968,6248,7216,29.246653,Medium
2012-08-01,0,1,1,0.7175,1074,6506,7580,29.4175,Medium
2012-08-02,0,1,1,0.7525,983,6278,7261,30.8525,High
2012-08-03,0,1,2,0.765833,1328,5847,7175,31.399153,High
2012-08-04,0,0,1,0.793333,2345,4479,6824,32.526652999999996,High
2012-08-05,0,0,1,0.769167,1707,3757,5464,31.535847,High
2012-08-06,0,1,2,0.7525,1233,5780,7013,30.8525,High
2012-08-07,0,1,2,0.735833,1278,5995,7273,30.169152999999998,High
2012-08-08,0,1,2,0.75,1263,6271,7534,30.75,High
2012-08-09,0,1,1,0.755833,1196,6090,7286,30.989152999999998,High
2012-08-10,0,1,2,0.715833,1065,4721,5786,29.349153,Medium
2012-08-11,0,0,2,0.6925,2247,4052,6299,28.392500000000002,Medium
2012-08-12,0,0,1,0.700833,2182,4362,6544,28.734153000000003,Medium
2012-08-13,0,1,1,0.720833,1207,5676,6883,29.554153,Medium
2012-08-14,0,1,1,0.726667,1128,5656,6784,29.793346999999997,Medium
2012-08-15,0,1,1,0.706667,1198,6149,7347,28.973347,Medium
2012-08-16,0,1,1,0.719167,1338,6267,7605,29.485847,Medium
2012-08-17,0,1,1,0.723333,1483,5665,7148,29.656653,Medium
2012-08-18,0,0,1,0.678333,2827,5038,7865,27.811653,Medium
2012-08-19,0,0,2,0.635833,1208,3341,4549,26.069153,Medium
2012-08-20,0,1,2,0.635833,1026,5504,6530,26.069153,Medium
2012-08-21,0,1,1,0.649167,1081,5925,7006,26.615847000000002,Medium
2012-08-22,0,1,1,0.6675,1094,6281,7375,27.3675,Medium
2012-08-23,0,1,1,0.695833,1363,6402,7765,28.529153,Medium
2012-08-24,0,1,2,0.7025,1325,6257,7582,28.802500000000002,Medium
2012-08-25,0,0,2,0.661667,1829,4224,6053,27.128347,Medium
2012-08-26,0,0,2,0.653333,1483,3772,5255,26.786653,Medium
2012-08-27,0,1,1,0.703333,989,5928,6917,28.836653,Medium
2012-08-28,0,1,1,0.728333,935,6105,7040,29.861653,Medium
2012-08-29,0,1,1,0.685,1177,6520,7697,28.085,Medium
2012-08-30,0,1,1,0.706667,1172,6541,7713,28.973347,Medium
2012-08-31,0,1,1,0.764167,1433,5917,7350,31.330847000000002,High
2012-09-01,0,0,2,0.753333,2352,3788,6140,30.886653000000003,High
2012-09-02,0,0,2,0.696667,2613,3197,5810,28.563347,Medium
2012-09-03,1,0,1,0.7075,1965,4069,6034,29.0075,Medium
2012-09-04,0,1,1,0.725833,867,5997,6864,29.759152999999998,Medium
2012-09-05,0,1,1,0.736667,832,6280,7112,30.203346999999997,High
2012-09-06,0,1,2,0.696667,611,5592,6203,28.563347,Medium
2012-09-07,0,1,1,0.703333,1045,6459,7504,28.836653,Medium
2012-09-08,0,0,2,0.659167,1557,4419,5976,27.025847,Medium
2012-09-09,0,0,1,0.61,2570,5657,8227,25.009999999999998,Medium
2012-09-10,0,1,1,0.583333,1118,6407,7525,23.916653,Medium
2012-09-11,0,1,1,0.5775,1070,6697,7767,23.677500000000002,Medium
2012-09-12,0,1,1,0.599167,1050,6820,7870,24.565847,Medium
2012-09-13,0,1,1,0.6125,1054,6750,7804,25.1125,Medium
2012-09-14,0,1,1,0.633333,1379,6630,8009,25.966653,Medium
2012-09-15,0,0,1,0.608333,3160,5554,8714,24.941653000000002,Medium
2012-09-16,0,0,1,0.58,2166,5167,7333,23.779999999999998,Medium
2012-09-17,0,1,2,0.580833,1022,5847,6869,23.814153,Medium
2012-09-18,0,1,2,0.623333,371,3702,4073,25.556653,Medium
2012-09-19,0,1,1,0.5525,788,6803,7591,22.6525,Medium
2012-09-20,0,1,1,0.546667,939,6781,7720,22.413347,Medium
2012-09-21,0,1,1,0.599167,1250,6917,8167,24.565847,Medium
2012-09-22,0,0,1,0.65,2512,5883,8395,26.650000000000002,Medium
2012-09-23,0,0,1,0.529167,2454,5453,7907,21.695847,Medium
2012-09-24,0,1,1,0.514167,1001,6435,7436,21.080847000000002,Medium
2012-09-25,0,1,1,0.55,845,6693,7538,22.55,Medium
2012-09-26,0,1,1,0.635,787,6946,7733,26.035,Medium
2012-09-27,0,1,2,0.65,751,6642,7393,26.650000000000002,Medium
2012-09-28,0,1,2,0.619167,1045,6370,7415,25.385847000000002,Medium
2012-09-29,0,0,1,0.5425,2589,5966,8555,22.2425,Medium
2012-09-30,0,0,1,0.526667,2015,4874,6889,21.593347,Medium
2012-10-01,0,1,2,0.520833,763,6015,6778,21.354153,Medium
2012-10-02,0,1,3,0.590833,315,4324,4639,24.224153,Medium
2012-10-03,0,1,2,0.6575,728,6844,7572,26.9575,Medium
2012-10-04,0,1,2,0.6575,891,6437,7328,26.9575,Medium
2012-10-05,0,1,1,0.615,1516,6640,8156,25.215,Medium
2012-10-06,0,0,1,0.554167,3031,4934,7965,22.720847,Medium
2012-10-07,0,0,2,0.415833,781,2729,3510,17.049153,Medium
2012-10-08,1,0,2,0.383333,874,4604,5478,15.716652999999999,Medium
2012-10-09,0,1,2,0.446667,601,5791,6392,18.313347,Medium
2012-10-10,0,1,1,0.514167,780,6911,7691,21.080847000000002,Medium
2012-10-11,0,1,1,0.435,834,6736,7570,17.835,Medium
2012-10-12,0,1,1,0.4375,1060,6222,7282,17.9375,Medium
2012-10-13,0,0,1,0.393333,2252,4857,7109,16.126653,Medium
2012-10-14,0,0,1,0.521667,2080,4559,6639,21.388347,Medium
2012-10-15,0,1,2,0.561667,760,5115,5875,23.028347,Medium
2012-10-16,0,1,1,0.468333,922,6612,7534,19.201653,Medium
2012-10-17,0,1,1,0.455833,979,6482,7461,18.689153,Medium
2012-10-18,0,1,2,0.5225,1008,6501,7509,21.4225,Medium
2012-10-19,0,1,2,0.563333,753,4671,5424,23.096653,Medium
2012-10-20,0,0,1,0.484167,2806,5284,8090,19.850847,Medium
2012-10-21,0,0,1,0.464167,2132,4692,6824,19.030847,Medium
2012-10-22,0,1,1,0.4875,830,6228,7058,19.9875,Medium
2012-10-23,0,1,1,0.544167,841,6625,7466,22.310847,Medium
2012-10-24,0,1,1,0.5875,795,6898,7693,24.087500000000002,Medium
2012-10-25,0,1,2,0.55,875,6484,7359,22.55,Medium
2012-10-26,0,1,2,0.545833,1182,6262,7444,22.379153000000002,Medium
2012-10-27,0,0,2,0.53,2643,5209,7852,21.73,Medium
2012-10-28,0,0,2,0.4775,998,3461,4459,19.5775,Medium
2012-10-29,0,1,3,0.44,2,20,22,18.04,Medium
2012-10-30,0,1,2,0.318182,87,1009,1096,13.045462,Low
2012-10-31,0,1,2,0.3575,419,5147,5566,14.657499999999999,Low
2012-11-01,0,1,2,0.365833,466,5520,5986,14.999153000000002,Low
2012-11-02,0,1,1,0.355,618,5229,5847,14.555,Low
2012-11-03,0,0,2,0.343333,1029,4109,5138,14.076653,Low
2012-11-04,0,0,1,0.325833,1201,3906,5107,13.359153,Low
2012-11-05,0,1,1,0.319167,378,4881,5259,13.085847,Low
2012-11-06,0,1,1,0.280833,466,5220,5686,11.514153,Low
2012-11-07,0,1,2,0.295833,326,4709,5035,12.129153,Low
2012-11-08,0,1,1,0.352174,340,4975,5315,14.439134,Low
2012-11-09,0,1,1,0.361667,709,5283,5992,14.828347,Low
2012-11-10,0,0,1,0.389167,2090,4446,6536,15.955846999999999,Medium
2012-11-11,0,0,1,0.420833,2290,4562,6852,17.254153000000002,Medium
2012-11-12,1,0,1,0.485,1097,5172,6269,19.884999999999998,Medium
2012-11-13,0,1,2,0.343333,327,3767,4094,14.076653,Low
2012-11-14,0,1,1,0.289167,373,5122,5495,11.855847,Low
2012-11-15,0,1,2,0.321667,320,5125,5445,13.188346999999998,Low
2012-11-16,0,1,1,0.345,484,5214,5698,14.145,Low
2012-11-17,0,0,1,0.325,1313,4316,5629,13.325000000000001,Low
2012-11-18,0,0,1,0.3425,922,3747,4669,14.0425,Low
2012-11-19,0,1,2,0.380833,449,5050,5499,15.614152999999998,Medium
2012-11-20,0,1,2,0.374167,534,5100,5634,15.340847000000002,Medium
2012-11-21,0,1,1,0.353333,615,4531,5146,14.486653,Low
2012-11-22,1,0,1,0.34,955,1470,2425,13.940000000000001,Low
2012-11-23,0,1,1,0.368333,1603,2307,3910,15.101653,Medium
2012-11-24,0,0,1,0.278333,532,1745,2277,11.411653,Low
2012-11-25,0,0,1,0.245833,309,2115,2424,10.079153,Low
2012-11-26,0,1,1,0.313333,337,4750,5087,12.846652999999998,Low
2012-11-27,0,1,2,0.291667,123,3836,3959,11.958347,Low
2012-11-28,0,1,1,0.296667,198,5062,5260,12.163347,Low
2012-11-29,0,1,1,0.28087,243,5080,5323,11.51567,Low
2012-11-30,0,1,1,0.298333,362,5306,5668,12.231653000000001,Low
2012-12-01,0,0,2,0.298333,951,4240,5191,12.231653000000001,Low
2012-12-02,0,0,2,0.3475,892,3757,4649,14.247499999999999,Low
2012-12-03,0,1,1,0.4525,555,5679,6234,18.552500000000002,Medium
2012-12-04,0,1,1,0.475833,551,6055,6606,19.509153,Medium
2012-12-05,0,1,1,0.438333,331,5398,5729,17.971653,Medium
2012-12-06,0,1,1,0.255833,340,5035,5375,10.489152999999998,Low
2012-12-07,0,1,2,0.320833,349,4659,5008,13.154152999999999,Low
2012-12-08,0,0,2,0.381667,1153,4429,5582,15.648347,Medium
2012-12-09,0,0,2,0.384167,441,2787,3228,15.750846999999998,Medium
2012-12-10,0,1,2,0.435833,329,4841,5170,17.869153,Medium
2012-12-11,0,1,2,0.353333,282,5219,5501,14.486653,Low
2012-12-12,0,1,2,0.2975,310,5009,5319,12.1975,Low
2012-12-13,0,1,1,0.295833,425,5107,5532,12.129153,Low
2012-12-14,0,1,1,0.281667,429,5182,5611,11.548347,Low
2012-12-15,0,0,1,0.324167,767,4280,5047,13.290847,Low
2012-12-16,0,0,2,0.3625,538,3248,3786,14.862499999999999,Low
2012-12-17,0,1,2,0.393333,212,4373,4585,16.126653,Medium
2012-12-18,0,1,1,0.410833,433,5124,5557,16.844153,Medium
2012-12-19,0,1,1,0.3325,333,4934,5267,13.6325,Low
2012-12-20,0,1,2,0.33,314,3814,4128,13.530000000000001,Low
2012-12-21,0,1,2,0.326667,221,3402,3623,13.393346999999999,Low
2012-12-22,0,0,1,0.265833,205,1544,1749,10.899153,Low
2012-12-23,0,0,1,0.245833,408,1379,1787,10.079153,Low
2012-12-24,0,1,2,0.231304,174,746,920,9.483464,Low
2012-12-25,1,0,2,0.291304,440,573,1013,11.943464,Low
2012-12-26,0,1,3,0.243333,9,432,441,9.976652999999999,Low
2012-12-27,0,1,2,0.254167,247,1867,2114,10.420846999999998,Low
2012-12-28,0,1,2,0.253333,644,2451,3095,10.386652999999999,Low
2012-12-29,0,0,2,0.253333,159,1182,1341,10.386652999999999,Low
2012-12-30,0,0,1,0.255833,364,1432,1796,10.489152999999998,Low
2012-12-31,0,1,2,0.215833,439,2290,2729,8.849153,Low
